PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Faridkot,12,GEN,Punjab,Jagmeet Singh Brar,Indian National Congress,"12,24,531","8,71,755",71.20%,"5,148",0.60%,1999
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Chandra Bhushan Singh (Munnoo Babu),Samajwadi Party,"12,41,968","6,40,642",51.60%,"62,562",9.80%,1999
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Ashok Patel,Bharatiya Janta Party,"11,71,111","5,45,594",46.60%,"1,063",0.20%,1999
Ferozepur,13,GEN,Punjab,Zora Singh,Shiromani Akali Dal,"12,14,129","7,56,925",62.30%,"14,861",2.00%,1999
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ram Jilal Suman,Samajwadi Party,"11,57,680","5,83,195",50.40%,"83,368",14.30%,1999
Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,"18,33,844","7,41,283",40.40%,"1,88,944",25.50%,1999
Ganganagar,1,SC,Rajasthan,Nihal Chand,Bharatiya Janta Party,"12,69,075","6,70,032",52.80%,"95,886",14.30%,1999
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Maj Gen. (Rtd) Bhuwan Chandra Khanduri(A.V.S.M.),Bharatiya Janta Party,"10,36,876","4,81,176",46.40%,"29,682",6.20%,1999
Gauhati,7,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,"13,54,869","8,58,028",63.30%,"75,238",8.80%,1999
Gaya,43,SC,Bihar [1947 - 1999],Ramji Manjhi,Bharatiya Janta Party,"10,56,530","6,47,985",61.30%,"20,783",3.20%,1999
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Pyare Lal Sankhwar,Bahujan Samaj Party,"11,12,727","5,63,152",50.60%,105,0.00%,1999
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Manoj,Bharatiya Janta Party,"13,00,013","7,43,074",57.20%,"11,033",1.50%,1999
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Bal Krishna,Bahujan Samaj Party,"12,16,056","6,86,389",56.40%,"36,501",5.30%,1999
Giridih,46,GEN,Bihar [1947 - 1999],Ravindra Kumar Pandey,Bharatiya Janta Party,"11,15,417","5,40,501",48.50%,"19,824",3.70%,1999
Gobichettipalayam,19,GEN,Tamil Nadu,"Kaliappan, K.K.",All India Anna Dravida Munnetra Kazhagam,"10,66,362","6,42,800",60.30%,"30,012",4.70%,1999
Godda,28,GEN,Bihar [1947 - 1999],Jagdambi Prasad Yadav,Bharatiya Janta Party,"10,87,573","6,42,006",59.00%,"79,892",12.40%,1999
Godhra,18,GEN,Gujarat,Solanki Bhupendrasinh Prabhatsinh,Bharatiya Janta Party,"10,20,262","4,83,245",47.40%,"95,022",19.70%,1999
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Braj Bhushan Sharan Singh,Bharatiya Janta Party,"11,59,190","5,87,726",50.70%,"59,197",10.10%,1999
Gopalganj,4,GEN,Bihar [1947 - 1999],Raghunath Jha,Janata Dal (United),"11,76,915","7,50,762",63.80%,"36,124",4.80%,1999
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Aditya Nath,Bharatiya Janta Party,"12,61,260","6,58,471",52.20%,"7,339",1.10%,1999
Gulbarga,2,GEN,Karnataka,Iqbal Ahemed Saradgi,Indian National Congress,"12,80,563","7,73,746",60.40%,"69,837",9.00%,1999
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,"12,80,953","6,89,219",53.80%,"2,14,428",31.10%,1999
Guntur,15,GEN,Andhra Pradesh,Yemparala Venkateswararao,Telugu Desam,"12,39,626","7,94,709",64.10%,"40,330",5.10%,1999
Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,"11,22,008","6,77,041",60.30%,"1,399",0.20%,1999
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Jaibhan Singh Pavaiya,Bharatiya Janta Party,"12,80,141","6,16,741",48.20%,"83,116",13.50%,1999
Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal (United),"10,64,323","7,90,448",74.30%,"1,05,504",13.30%,1999
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ashok Kumar Singh Chandel,Bahujan Samaj Party,"10,57,352","6,22,575",58.90%,"11,664",1.90%,1999
Hamirpur,4,GEN,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,"9,37,500","5,59,673",59.70%,"1,29,247",23.10%,1999
Hanamkonda,38,GEN,Andhra Pradesh,Chada Suresh Reddy,Telugu Desam,"11,18,951","7,56,778",67.60%,"85,781",11.30%,1999
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chand Tomar,Bharatiya Janta Party,"15,68,097","7,36,839",47.00%,"11,958",1.60%,1999
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Jai Prakash,Akhil Bhartiya Lok Tantrik Congress,"10,83,894","5,60,331",51.70%,"5,404",1.00%,1999
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Harpal Singh Sathi,Bharatiya Janta Party,"11,83,770","6,73,563",56.90%,"32,847",4.90%,1999
Hassan,19,GEN,Karnataka,G.Putta Swamy Gowda,Indian National Congress,"12,17,049","8,92,801",73.40%,"1,41,757",15.90%,1999
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Kishan Lal Diler,Bharatiya Janta Party,"11,38,146","4,67,558",41.10%,"68,407",14.60%,1999
Hazaribagh,48,GEN,Bihar [1947 - 1999],Yashwant Sinha,Bharatiya Janta Party,"12,13,735","6,00,310",49.50%,"1,82,642",30.40%,1999
Hindupur,24,GEN,Andhra Pradesh,B.K. Parthasarathi,Telugu Desam,"11,51,606","7,92,868",68.90%,"1,34,636",17.00%,1999
Hingoli,29,GEN,Maharashtra,Mane Shivaji Gyanbarao,Shiv Sena,"10,33,944","7,32,626",70.90%,"80,655",11.00%,1999
Hissar,9,GEN,Haryana,Surender Singh Barwala,Indian National Lok Dal,"10,25,344","6,46,513",63.10%,"1,60,452",24.80%,1999
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"11,60,870","9,30,831",80.20%,"12,485",1.30%,1999
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sundar Lal Patwa,Bharatiya Janta Party,"11,53,365","6,87,218",59.60%,"44,447",6.50%,1999
Hoshiarpur,6,GEN,Punjab,Charanjit Singh Channi,Indian National Congress,"11,12,971","5,85,901",52.60%,"34,206",5.80%,1999
Howrah,24,GEN,West Bengal,Swadesh Chakraborty,Communist Party Of India (MARXIST),"13,81,960","9,95,422",72.00%,"1,03,449",10.40%,1999
Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"15,67,225","10,83,678",69.20%,"60,821",5.60%,1999
Ichalkaranji,47,GEN,Maharashtra,Mane Nivedita Sambhajirao,Nationalist Congress Party,"11,16,659","8,10,963",72.60%,"12,812",1.60%,1999
Idukki,14,GEN,Kerala,K. Francis George,Kerala Congress,"11,21,484","7,78,940",69.50%,"9,298",1.20%,1999
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,"14,78,108","8,34,579",56.50%,"1,31,315",15.70%,1999
Inner Manipur,1,GEN,Manipur,Th. Chaoba,Manipur State Congress Party,"6,57,928","4,46,627",67.90%,"8,195",1.80%,1999
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Jaishree Banerjee ( Bhabhi Ji),Bharatiya Janta Party,"12,41,478","5,33,865",43.00%,"1,09,754",20.60%,1999
Jadavpur,18,GEN,West Bengal,Krishna Bose,All India Trinamool Congress,"14,03,413","10,05,286",71.60%,"66,765",6.60%,1999
Jagatsinghpur,7,GEN,Orissa,Trilochan Kanungo,Biju Janata Dal,"12,33,063","7,63,694",61.90%,"1,49,282",19.50%,1999
Jahanabad,41,GEN,Bihar [1947 - 1999],Arun Kumar,Janata Dal (United),"11,05,202","7,86,107",71.10%,"17,287",2.20%,1999
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"17,53,765","8,08,579",46.10%,"1,41,790",17.50%,1999
Jajpur,4,SC,Orissa,Jagannath Mallik,Biju Janata Dal,"11,71,211","5,99,079",51.20%,"1,13,984",19.00%,1999
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Brij Lal Khabri,Bahujan Samaj Party,"11,64,371","5,81,802",50.00%,"13,352",2.30%,1999
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Prof. S.P. Singh Baghel,Samajwadi Party,"11,22,770","6,78,248",60.40%,"8,062",1.20%,1999
Jalgaon,17,GEN,Maharashtra,Y G Mahajan Sir,Bharatiya Janta Party,"11,01,166","7,43,542",67.50%,"89,795",12.10%,1999
Jalna,32,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,"11,06,131","8,01,751",72.50%,"1,23,909",15.50%,1999
Jalore,22,SC,Rajasthan,Buta Singh,Indian National Congress,"12,45,605","6,54,432",52.50%,"35,924",5.50%,1999
Jalpaiguri,3,GEN,West Bengal,Minati Sen,Communist Party Of India (MARXIST),"11,01,898","8,44,223",76.60%,"1,08,937",12.90%,1999
Jammu,6,GEN,Jammu & Kashmir,Vishno Datt Sharma,Bharatiya Janta Party,"14,46,792","6,76,708",46.80%,"1,42,019",21.00%,1999
Jamnagar,3,GEN,Gujarat,Koradiya Chandreshbhai Valjibhai (Chandresh Patel),Bharatiya Janta Party,"9,58,418","3,61,582",37.70%,"35,769",9.90%,1999
Jamshedpur,50,GEN,Bihar [1947 - 1999],Abha Mahato,Bharatiya Janta Party,"11,60,562","6,35,251",54.70%,"1,21,488",19.10%,1999
Jangipur,8,GEN,West Bengal,Abul Hasnat Khan,Communist Party Of India (MARXIST),"10,87,203","7,85,797",72.30%,"61,317",7.80%,1999
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Dr. Charandas Mahant,Indian National Congress,"12,43,772","6,72,665",54.10%,"14,233",2.10%,1999
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Chinmayanand,Bharatiya Janta Party,"12,74,445","7,02,988",55.20%,"8,635",1.20%,1999
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Kantilal Bhuriya,Indian National Congress,"11,12,482","6,20,445",55.80%,"1,49,377",24.10%,1999
Jhalawar,15,GEN,Rajasthan,Vansundhara Raje,Bharatiya Janta Party,"10,69,430","6,88,049",64.30%,"1,52,415",22.20%,1999
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Janata Dal (United),"10,53,943","6,84,147",64.90%,"1,27,814",18.70%,1999
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Sujan Singh Bundela,Indian National Congress,"13,19,184","7,62,984",57.80%,"82,521",10.80%,1999
Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),"9,91,504","8,03,200",81.00%,"1,08,681",13.50%,1999
Jhunjhunu,4,GEN,Rajasthan,Sisram Ola,Indian National Congress,"11,83,184","6,74,380",57.00%,"76,348",11.30%,1999
Jodhpur,24,GEN,Rajasthan,Jaswant Singh Vishnoi,Bharatiya Janta Party,"14,03,850","6,63,728",47.30%,"1,13,297",17.10%,1999
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"10,03,470","6,49,489",64.70%,"99,360",15.30%,1999
Joynagar,15,SC,West Bengal,Sanat Kumar Mondal,Revolutionary Socialist Party,"11,16,858","8,15,915",73.10%,"1,12,301",13.80%,1999
Jullundur,4,GEN,Punjab,Balbir Singh,Indian National Congress,"11,42,090","5,68,257",49.80%,"34,566",6.10%,1999
Junagadh,6,GEN,Gujarat,Chikhaliya Bhavnaben Devrajbhai,Bharatiya Janta Party,"10,79,568","5,03,628",46.70%,"46,848",9.30%,1999
Kaira,19,GEN,Gujarat,Dinsha Patel,Indian National Congress,"10,54,781","4,94,780",46.90%,"33,717",6.80%,1999
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Amir Alam,Rashtriya Lok Dal,"10,99,503","7,00,065",63.70%,"38,272",5.50%,1999
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Beni Prasad Verma,Samajwadi Party,"11,16,997","6,46,538",57.90%,"51,559",8.00%,1999
Kakinada,7,GEN,Andhra Pradesh,Mudragada Padmanabham,Telugu Desam,"11,71,987","8,36,085",71.30%,"1,21,435",14.50%,1999
Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,"10,60,990","6,54,739",61.70%,"1,16,519",17.80%,1999
Kaliabor,11,GEN,Assam,Tarun Gogoi,Indian National Congress,"11,11,536","7,79,525",70.10%,"1,67,392",21.50%,1999
Kanakapura,11,GEN,Karnataka,M.V.Chandrashekara Murthy,Indian National Congress,"21,10,629","12,75,773",60.50%,"34,017",2.70%,1999
Kanara,22,GEN,Karnataka,Margaret Alva,Indian National Congress,"11,01,130","7,73,556",70.30%,"10,591",1.40%,1999
Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,"9,35,090","5,57,018",59.60%,"1,00,742",18.10%,1999
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Sohan Potai,Bharatiya Janta Party,"10,36,799","5,86,231",56.50%,"88,191",15.00%,1999
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Mulayam Singh Yadav,Samajwadi Party,"11,57,142","6,93,752",60.00%,"79,139",11.40%,1999
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Sriprakash Jaiswal,Indian National Congress,"14,17,761","6,35,651",44.80%,"34,459",5.40%,1999
Kapadvanj,16,GEN,Gujarat,Vaghela Shankarsinh Laxmansinh,Indian National Congress,"11,24,201","6,74,876",60.00%,"1,65,381",24.50%,1999
Karad,45,GEN,Maharashtra,Shriniwas Dadasaheb Patil (Marulkar),Nationalist Congress Party,"10,34,700","7,60,075",73.50%,"1,22,961",16.20%,1999
Karimganj,1,SC,Assam,Nepal Chandra Das,Indian National Congress,"9,43,163","6,95,538",73.80%,"42,259",6.10%,1999
Karimnagar,37,GEN,Andhra Pradesh,Chennamaneni Vidyasagar Rao,Bharatiya Janta Party,"12,59,045","8,40,556",66.80%,"19,370",2.30%,1999
Karnal,3,GEN,Haryana,I.D. Swami,Bharatiya Janta Party,"11,31,448","7,71,194",68.20%,"1,47,854",19.20%,1999
Karol Bagh,7,SC,Delhi [1977 Onwards],Anita Arya,Bharatiya Janta Party,"5,71,657","2,58,309",45.20%,"12,454",4.80%,1999
Karur,26,GEN,Tamil Nadu,"Chinnasamy, M.",All India Anna Dravida Munnetra Kazhagam,"11,70,582","7,36,708",62.90%,"2,847",0.40%,1999
Kasaragod,1,GEN,Kerala,T. Govindan,Communist Party Of India (MARXIST),"11,99,964","9,31,632",77.60%,"31,578",3.40%,1999
Katihar,25,GEN,Bihar [1947 - 1999],Nikhil Kumar Choudhary,Bharatiya Janta Party,"10,39,500","6,47,219",62.30%,"1,36,852",21.10%,1999
Katwa,40,GEN,West Bengal,Mahboob Zahedi,Communist Party Of India (MARXIST),"11,83,616","9,33,089",78.80%,"1,08,362",11.60%,1999
Kendrapara,5,GEN,Orissa,Prabhat Kumar Samantray,Biju Janata Dal,"11,21,183","6,24,939",55.70%,"1,02,139",16.30%,1999
Keonjhar,21,ST,Orissa,Ananta Nayak,Bharatiya Janta Party,"10,92,055","6,30,104",57.70%,"2,22,553",35.30%,1999
Khagaria,31,GEN,Bihar [1947 - 1999],Renu Kumari,Janata Dal (United),"10,44,431","6,72,123",64.40%,"31,822",4.70%,1999
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Satyavrat Chaturvedi ( Vinod Bhaiya ),Indian National Congress,"13,79,871","7,46,829",54.10%,"81,137",10.90%,1999
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Bhal Chandra Yadav,Samajwadi Party,"12,15,811","6,72,974",55.40%,"30,028",4.50%,1999
Khammam,40,GEN,Andhra Pradesh,Renuka Chowdhury,Indian National Congress,"12,28,365","9,48,088",77.20%,"8,398",0.90%,1999
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Nandkumarsingh Chouhan ( Nandu Bhaiya ),Bharatiya Janta Party,"11,10,180","6,31,109",56.90%,"1,26,103",20.00%,1999
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Tarachand Patel,Indian National Congress,"11,56,862","6,98,922",60.40%,"38,146",5.50%,1999
Khed,41,GEN,Maharashtra,Ashok Namdeorao Mohol,Nationalist Congress Party,"10,70,409","6,90,884",64.50%,"57,018",8.30%,1999
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Ravi Prakash Verma,Samajwadi Party,"12,60,158","7,17,933",57.00%,"4,515",0.60%,1999
Khunti,52,ST,Bihar [1947 - 1999],Kariya Munda,Bharatiya Janta Party,"8,32,168","4,12,090",49.50%,"26,262",6.40%,1999
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Ashok Kumar Pradhan,Bharatiya Janta Party,"12,71,984","4,89,206",38.50%,"1,10,298",22.50%,1999
Kishanganj,23,GEN,Bihar [1947 - 1999],Syed Shahnawaz Hussain,Bharatiya Janta Party,"11,29,430","7,27,839",64.40%,"8,648",1.20%,1999
Kodarma,45,GEN,Bihar [1947 - 1999],Tilakdhari Pd Singh,Indian National Congress,"11,37,548","6,02,557",53.00%,"10,178",1.70%,1999
Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwismuthiary,Independent,"11,68,480","9,10,953",78.00%,"87,425",9.60%,1999
Kolaba,3,GEN,Maharashtra,Ramsheth Thakur,Peasants And Workers Party Of India,"11,56,456","7,10,896",61.50%,"43,097",6.10%,1999
Kolar,10,SC,Karnataka,K.H. Muniyappa,Indian National Congress,"11,45,553","8,62,812",75.30%,"82,782",9.60%,1999
Kolhapur,48,GEN,Maharashtra,Mandlik Sadashivrao Dadoba,Nationalist Congress Party,"10,71,598","7,75,000",72.30%,"1,08,910",14.10%,1999
Kopargaon,40,GEN,Maharashtra,E V Alias Balasaheb Vikhe Patil,Shiv Sena,"9,52,408","6,88,637",72.30%,"47,415",6.90%,1999
Koppal,4,GEN,Karnataka,H.G.Ramulu,Indian National Congress,"12,43,426","7,99,066",64.30%,"12,512",1.60%,1999
Koraput,12,ST,Orissa,Hema Gamang,Indian National Congress,"11,20,784","5,67,490",50.60%,"12,154",2.10%,1999
Kota,14,GEN,Rajasthan,Raghuveer Singh Koushal,Bharatiya Janta Party,"12,19,405","6,36,456",52.20%,"24,769",3.90%,1999
Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India (MARXIST),"10,18,385","7,33,725",72.10%,"10,599",1.40%,1999
Krishnagar,11,GEN,West Bengal,Satyabrata Mookherjee,Bharatiya Janta Party,"10,84,449","8,45,489",78.00%,"22,234",2.60%,1999
Krishnagiri,14,GEN,Tamil Nadu,"Vetriselvan, V.",Dravida Munetra Kazhagam,"11,63,690","6,97,903",60.00%,"31,824",4.60%,1999
Kurnool,26,GEN,Andhra Pradesh,Kambhalapati E. Krishna Murthy,Telugu Desam,"11,63,375","7,73,629",66.50%,"24,487",3.20%,1999
Kurukshetra,2,GEN,Haryana,Prof Kailasho Devi,Indian National Lok Dal,"10,73,147","7,30,566",68.10%,"1,63,610",22.40%,1999
Kutch,1,GEN,Gujarat,Gadhvi Pushpadan Sambhudan,Bharatiya Janta Party,"8,72,937","3,93,586",45.10%,"4,315",1.10%,1999
Ladakh,4,GEN,Jammu & Kashmir,Hassan Khan,Jammu & Kashmir National Conference,"1,43,719","1,17,671",81.90%,"2,090",1.80%,1999
Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,"10,60,744","7,67,004",72.30%,"54,523",7.10%,1999
Lakshadweep,1,ST,Lakshadweep,P.M. Sayeed,Indian National Congress,"37,619","30,174",80.20%,"3,189",10.60%,1999
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Dr. Bali Ram,Bahujan Samaj Party,"13,13,973","6,98,220",53.10%,"30,999",4.40%,1999
Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"10,97,040","7,94,945",72.50%,"40,290",5.10%,1999
Lohardaga,53,ST,Bihar [1947 - 1999],Dukha Bhagat,Bharatiya Janta Party,"9,38,658","3,69,875",39.40%,"3,823",1.00%,1999
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"15,52,441","7,53,961",48.60%,"1,23,624",16.40%,1999
Ludhiana,9,GEN,Punjab,Gurcharan Singh Galib,Indian National Congress,"14,71,530","6,74,419",45.80%,"1,05,246",15.60%,1999
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Chandra Nath Singh,Samajwadi Party,"12,63,202","6,63,055",52.50%,"21,159",3.20%,1999
Machilipatnam,12,GEN,Andhra Pradesh,Ambati Brahmanaiah,Telugu Desam,"10,06,429","7,30,278",72.60%,"82,996",11.40%,1999
Madhepura,21,GEN,Bihar [1947 - 1999],Sharad Yadav,Janata Dal (United),"9,97,210","6,60,906",66.30%,"30,320",4.60%,1999
Madhubani,13,GEN,Bihar [1947 - 1999],Hukumdeo Narayan Yadav,Bharatiya Janta Party,"11,01,089","7,17,312",65.20%,"62,615",8.70%,1999
Madras Central,2,GEN,Tamil Nadu,Murasoli Maran,Dravida Munetra Kazhagam,"12,75,067","6,17,919",48.50%,"1,36,949",22.20%,1999
Madras North,1,GEN,Tamil Nadu,"Kuppusamy, C.",Dravida Munetra Kazhagam,"20,41,341","8,93,936",43.80%,"1,59,789",17.90%,1999
Madras South,3,GEN,Tamil Nadu,"Baalu, T.R.",Dravida Munetra Kazhagam,"20,74,130","9,36,541",45.20%,"2,40,184",25.60%,1999
Madurai,24,GEN,Tamil Nadu,"Mohan, P.",Communist Party Of India (MARXIST),"14,29,975","7,49,441",52.40%,"37,223",5.00%,1999
Mahabubnagar,29,GEN,Andhra Pradesh,A.P.Jitender Reddy,Bharatiya Janta Party,"12,49,455","8,30,725",66.50%,"50,895",6.10%,1999
Maharajganj,6,GEN,Bihar [1947 - 1999],Prabhunath Singh,Janata Dal (United),"9,81,566","7,10,396",72.40%,"1,04,063",14.60%,1999
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Akhilesh Singh,Samajwadi Party,"11,29,627","6,85,963",60.70%,"10,644",1.60%,1999
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Shyama Charan Shukla,Indian National Congress,"10,71,547","6,92,070",64.60%,"15,435",2.20%,1999
Mahendragarh,7,GEN,Haryana,Dr. Sudha Yadav,Bharatiya Janta Party,"12,36,918","7,52,654",60.90%,"1,39,140",18.50%,1999
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Balram Singh Yadav,Samajwadi Party,"11,09,097","5,80,084",52.30%,"28,026",4.80%,1999
Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,"10,47,279","8,19,770",78.30%,"24,553",3.00%,1999
Malegaon,13,ST,Maharashtra,Mahale Haribahu Shankar,Janata Dal (Secular),"10,83,181","6,98,630",64.50%,"4,392",0.60%,1999
Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,"9,68,826","5,28,637",54.60%,"1,31,025",24.80%,1999
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Faggan Singh Kulaste,Bharatiya Janta Party,"10,01,537","4,94,306",49.40%,"6,572",1.30%,1999
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Dr. Lakshaminarayan Pandey,Bharatiya Janta Party,"12,43,364","7,54,129",60.70%,"55,485",7.40%,1999
Mandvi,25,ST,Gujarat,Patel Mansinhbhai Kalyanji,Bharatiya Janta Party,"10,63,704","6,16,960",58.00%,"56,831",9.20%,1999
Mandya,14,GEN,Karnataka,Ambareesh @ Amaranatha .M.H,Indian National Congress,"10,99,732","8,32,028",75.70%,"1,52,180",18.30%,1999
Mangaldoi,8,GEN,Assam,Madhab Rajbangshi,Indian National Congress,"11,80,131","8,58,529",72.80%,"16,434",1.90%,1999
Mangalore,17,GEN,Karnataka,V.Dhananjaya Kumar,Bharatiya Janta Party,"10,02,419","7,33,255",73.20%,"8,469",1.20%,1999
Manjeri,5,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,"12,17,888","8,16,573",67.10%,"1,23,411",15.10%,1999
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Ch. Tejvir Singh,Bharatiya Janta Party,"11,76,548","5,40,511",45.90%,"41,727",7.70%,1999
Mathurapur,16,SC,West Bengal,Radhika Ranjan Pramanik,Communist Party Of India (MARXIST),"10,76,730","8,28,886",77.00%,"51,725",6.20%,1999
Mavelikara,16,GEN,Kerala,Ramesh Chennithala,Indian National Congress,"9,36,952","6,67,157",71.20%,"33,443",5.00%,1999
Mayiladuturai,29,GEN,Tamil Nadu,Manishankar Aiyar,Indian National Congress,"10,30,626","6,55,586",63.60%,"40,131",6.10%,1999
Mayurbhanj,1,ST,Orissa,Salkhan Murmu,Bharatiya Janta Party,"9,64,354","5,77,766",59.90%,"1,48,082",25.60%,1999
Medak,33,GEN,Andhra Pradesh,A. Narendra,Bharatiya Janta Party,"12,19,960","8,68,547",71.20%,"22,083",2.50%,1999
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Avtar Singh Bhadana,Indian National Congress,"12,69,454","7,56,275",59.60%,"24,836",3.30%,1999
Mehsana,12,GEN,Gujarat,Patel Atmaram Maganbhai,Indian National Congress,"11,04,439","6,36,573",57.60%,"55,735",8.80%,1999
Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"10,99,512","8,62,567",78.50%,"28,773",3.30%,1999
Miryalguda,42,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,"12,06,229","9,31,826",77.30%,"52,077",5.60%,1999
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Phoolan Devi,Samajwadi Party,"13,56,017","7,82,304",57.70%,"84,476",10.80%,1999
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Sushila Saroj,Samajwadi Party,"10,89,677","6,19,588",56.90%,"4,207",0.70%,1999
Mizoram,1,ST,Mizoram,Vanlalzawma,Independent,"4,49,406","2,93,513",65.30%,"68,659",23.40%,1999
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Reena Chowdhary,Samajwadi Party,"11,49,478","6,18,329",53.80%,"35,358",5.70%,1999
Monghyr,32,GEN,Bihar [1947 - 1999],Brahma Nand Mandal,Janata Dal (United),"11,47,663","7,12,195",62.10%,"21,815",3.10%,1999
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Chandra Vijay Singh Alias Baby Raja,Akhil Bhartiya Lok Tantrik Congress,"11,56,172","6,47,988",56.10%,"96,450",14.90%,1999
Morena,1,SC,Madhya Pradesh [1947 - 1999],Ashok Chhaviram Argal,Bharatiya Janta Party,"12,58,860","5,00,327",39.70%,"62,226",12.40%,1999
Mormugao,2,GEN,Goa,Angle Ramakant Soiru,Bharatiya Janta Party,"4,95,208","2,18,851",44.20%,"14,457",6.60%,1999
Motihari,3,GEN,Bihar [1947 - 1999],Radha Mohan Singh,Bharatiya Janta Party,"11,12,639","6,85,679",61.60%,"21,670",3.20%,1999
Mukundapuram,10,GEN,Kerala,K. Karunakaran,Indian National Congress,"10,83,445","7,92,212",73.10%,"52,463",6.60%,1999
